deployment_code,deployment_code,,deployment_code_yyyymmdd,,,,,,deployment_code
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_COL_20160829_PASCAL_013,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_ORE_20160831_PASCAL_015,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
SWFSC_HUM_20160901_PASCAL_016,,,,,,,,,
