organization_code,deployment_code,analysis_code,recording_codes,analysis_sound_source_codes,analysis_granularity_code,analysis_start_datetime,analysis_end_datetime,analysis_sample_rate_khz,analysis_min_frequency_khz,analysis_max_frequency_khz,analysis_processing_code,analysis_quality_code,analysis_protocol_reference,analysis_dataset_url,analysis_release_data,analysis_release_pacm,detector_codes,analysis_citation_codes,detector_version,detector_json,detector_output_filename,detector_output_uri,analysis_analysts,analysis_json,analysis_comments
SWFSC,SWFSC_BCN_20181031_CCES_018,MIWH_ANALYSIS,SOUNDTRAP_RECORDING,MIWH,INTERVAL,2018-10-31T10:05:29+0000,2018-11-16T04:12:29+0000,576.0,0.0,12.0,POST_PROCESSED,FULLY_VALIDATED,Unpublished,,TRUE,TRUE,GPL,,,,,,,,
SWFSC,SWFSC_BCN_20181101_CCES_019,MIWH_ANALYSIS,SOUNDTRAP_RECORDING,MIWH,INTERVAL,2018-11-01T02:23:12+0000,2018-11-18T12:54:48+0000,576.0,0.0,12.0,POST_PROCESSED,FULLY_VALIDATED,Unpublished,,TRUE,TRUE,GPL,,,,,,,,
SWFSC,SWFSC_BCN_20181106_CCES_021,MIWH_ANALYSIS,SOUNDTRAP_RECORDING,MIWH,INTERVAL,2018-11-06T03:58:51+0000,2018-11-11T09:12:51+0000,576.0,0.0,12.0,POST_PROCESSED,FULLY_VALIDATED,Unpublished,,TRUE,TRUE,GPL,,,,,,,,
SWFSC,SWFSC_CHI_20160904_PASCAL_019,MIWH_ANALYSIS,SOUNDTRAP_RECORDING,MIWH,INTERVAL,2016-09-04T01:47:23+0000,2016-09-23T06:59:21+0000,288.0,0.0,12.0,POST_PROCESSED,FULLY_VALIDATED,Unpublished,,TRUE,TRUE,GPL,,,,,,,,
SWFSC,SWFSC_HUM_20180725_CCES_004,MIWH_ANALYSIS,SM3M_RECORDINGS,MIWH,INTERVAL,2018-07-30T00:00:00+0000,2018-10-12T23:59:59+0000,256.0,0.0,12.0,POST_PROCESSED,FULLY_VALIDATED,Unpublished,,TRUE,TRUE,GPL,,,,,,,,
SWFSC,SWFSC_MOB_20160904_PASCAL_021,MIWH_ANALYSIS,SOUNDTRAP_RECORDING,MIWH,INTERVAL,2016-09-03T23:54:34+0000,2016-09-25T10:02:46+0000,288.0,0.0,12.0,POST_PROCESSED,FULLY_VALIDATED,Unpublished,,TRUE,TRUE,GPL,,,,,,,,
SWFSC,SWFSC_PTA_20180822_CCES_010,MIWH_ANALYSIS,SOUNDTRAP_RECORDING,MIWH,INTERVAL,2018-08-22T02:24:55+0000,2018-10-21T23:48:58+0000,576.0,0.0,12.0,POST_PROCESSED,FULLY_VALIDATED,Unpublished,,TRUE,TRUE,GPL,,,,,,,,
SWFSC,SWFSC_BCN_20160824_PASCAL_006,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2016-08-24T13:00:23+0000,2016-08-30T03:29:26+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_BCN_20181030_CCES_016,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2018-10-30T14:49:37+0000,2018-11-15T23:01:37+0000,576.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_BCN_20181031_CCES_018,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2018-10-31T10:05:29+0000,2018-11-16T04:12:29+0000,576.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_BCN_20181101_CCES_019,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2018-11-01T02:23:12+0000,2018-11-18T12:54:48+0000,576.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_BCN_20181105_CCES_020,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2018-11-05T14:22:39+0000,2018-11-22T09:16:43+0000,576.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_BCN_20181106_CCES_021,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2018-11-06T03:58:51+0000,2018-11-11T09:12:51+0000,576.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_BCN_20181107_CCES_022,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2018-11-07T14:23:49+0000,2018-11-23T18:55:49+0000,576.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_BCN_20181122_CCES_023,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2018-11-22T08:28:24+0000,2018-12-03T00:49:11+0000,576.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_CHI_20160822_PASCAL_005,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2016-08-22T15:03:57+0000,2016-09-04T22:55:57+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_CHI_20160904_PASCAL_019,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2016-09-04T01:47:23+0000,2016-09-23T06:59:21+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_CHI_20160906_PASCAL_020,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2016-09-06T02:37:11+0000,2016-09-29T05:18:16+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_CHI_20160924_PASCAL_027,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2016-09-24T15:49:50+0000,2016-09-26T03:53:51+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_CHI_20180911_CCES_013,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2018-09-11T20:56:28+0000,2018-10-23T13:58:28+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HMB_20210609_ADRIFT_002,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2021-06-09T18:12:23+0000,2021-06-16T22:48:53+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20160821_PASCAL_002,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2016-08-20T18:44:06+0000,2016-09-01T02:06:05+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20180805_CCES_007,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2018-08-05T15:27:50+0000,2018-09-22T18:09:50+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20180816_CCES_008,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2018-08-16T04:38:04+0000,2018-10-01T01:59:55+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20220118_ADRIFT_012,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-01-18T03:42:19+0000,2022-01-21T19:39:12+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20220425_ADRIFT_017,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-04-25T18:59:59+0000,2022-04-28T19:22:16+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20220425_ADRIFT_018,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-04-25T19:59:57+0000,2022-04-28T20:22:15+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20220728_ADRIFT_030,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-07-28T18:59:58+0000,2022-08-01T11:29:40+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20220728_ADRIFT_031,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-07-28T18:59:58+0000,2022-08-01T08:52:13+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20220913_ADRIFT_032,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-09-13T06:59:56+0000,2022-09-15T18:14:45+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20220913_ADRIFT_033,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-09-13T04:44:56+0000,2022-09-15T17:29:45+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20221116_ADRIFT_036,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-11-16T19:14:57+0000,2022-11-20T07:37:12+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20221116_ADRIFT_037,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-11-16T18:59:58+0000,2022-11-21T10:59:46+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20221116_ADRIFT_038,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-11-16T19:14:57+0000,2022-11-20T03:29:42+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20221213_ADRIFT_039,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-12-13T21:29:57+0000,2022-12-16T20:22:14+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20221213_ADRIFT_040,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-12-13T21:29:57+0000,2022-12-16T21:29:49+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20221213_ADRIFT_041,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-12-13T21:52:27+0000,2022-12-16T22:37:14+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20230507_ADRIFT_068,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-05-07T00:29:57+0000,2023-05-09T16:14:48+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20230507_ADRIFT_070,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-05-07T00:52:27+0000,2023-05-09T17:44:46+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20230825_ADRIFT_088,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-08-25T17:29:58+0000,2023-08-28T20:23:59+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20230825_ADRIFT_089,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-08-25T17:17:58+0000,2023-08-26T18:23:58+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20230825_ADRIFT_090,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-08-25T17:41:58+0000,2023-08-26T21:11:58+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20230825_ADRIFT_091,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-08-25T18:05:58+0000,2023-08-28T21:29:59+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20231005_ADRIFT_097,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-10-05T23:29:58+0000,2023-10-06T23:23:58+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20231005_ADRIFT_098,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-10-05T23:29:58+0000,2023-10-06T23:41:58+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20231005_ADRIFT_099,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-10-05T23:41:58+0000,2023-10-06T23:53:58+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_HUM_20231005_ADRIFT_100,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-10-05T23:53:58+0000,2023-10-07T00:23:58+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20160827_PASCAL_009,NBHF_ANALYSIS,SOUNDTRAP_RECORDING_1436,NBHF,INTERVAL,2016-08-27T00:22:14+0000,2016-09-15T13:04:14+0000,288.0,0.0,288.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_019,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-06-21T16:15:00+0000,2022-06-25T22:14:42+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_020,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-06-21T16:45:00+0000,2022-06-25T17:52:13+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_021,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-06-21T17:07:29+0000,2022-06-25T18:37:12+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_022,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-06-21T17:37:30+0000,2022-06-25T16:52:16+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_023,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-06-21T18:52:29+0000,2022-06-25T21:29:41+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_024,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-06-21T19:29:59+0000,2022-06-25T20:14:42+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_025,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-06-21T19:44:59+0000,2022-06-25T17:29:42+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_026,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2022-06-21T20:22:29+0000,2022-06-25T20:44:44+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_079,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-07-11T19:54:00+0000,2023-07-16T16:24:02+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_080,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-07-11T20:42:00+0000,2023-07-16T20:12:01+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_081,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-07-11T21:17:59+0000,2023-07-16T17:42:02+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_082,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-07-11T21:54:00+0000,2023-07-15T18:42:01+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_083,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-07-11T22:42:00+0000,2023-07-16T17:18:01+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_101,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-11-06T17:06:00+0000,2023-11-10T18:18:01+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_102,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-11-06T17:42:00+0000,2023-11-10T19:48:01+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_103,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-11-06T18:54:00+0000,2023-11-10T20:54:00+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_104,NBHF_ANALYSIS,SOUNDTRAP_RECORDING,NBHF,INTERVAL,2023-11-06T19:24:00+0000,2023-11-10T22:48:01+0000,384.0,0.0,384.0,POST_PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,,TRUE,TRUE,PAMGUARD_CLICK,,,,,,,,
