deployment_code,detection_start_datetime,detection_end_datetime,detection_effort_secs,detection_sound_source_code,organization_code,analysis_code,detection_call_type_code,detection_result_code
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-06T15:17:21Z,2024-11-06T15:28:50Z,689,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-06T18:18:18Z,2024-11-06T18:50:49Z,1950,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-06T23:12:03Z,2024-11-06T23:30:35Z,1112,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-07T02:35:43Z,2024-11-07T03:17:19Z,2496,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-07T06:45:51Z,2024-11-07T06:56:37Z,646,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-07T10:59:01Z,2024-11-07T11:16:49Z,1069,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-07T15:38:58Z,2024-11-07T16:13:34Z,2076,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-07T18:41:45Z,2024-11-07T19:44:03Z,3739,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-07T22:04:58Z,2024-11-07T22:55:01Z,3003,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-08T02:42:36Z,2024-11-08T03:07:09Z,1472,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-08T07:19:04Z,2024-11-08T07:29:44Z,641,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-08T09:53:08Z,2024-11-08T10:46:55Z,3227,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-08T12:31:12Z,2024-11-08T13:07:06Z,2154,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-08T16:23:39Z,2024-11-08T17:04:33Z,2454,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-08T19:21:42Z,2024-11-08T20:01:16Z,2374,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-08T20:47:34Z,2024-11-08T21:10:25Z,1371,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-08T22:59:23Z,2024-11-08T23:22:10Z,1367,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-09T00:54:39Z,2024-11-09T01:30:00Z,2121,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-09T07:16:47Z,2024-11-09T07:26:24Z,577,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-29T02:55:46Z,2024-10-29T03:00:22Z,275,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-07T23:15:19Z,2024-11-07T23:47:55Z,1957,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-10-28T19:42:46Z,2024-10-28T19:42:56Z,10,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-10-28T20:03:04Z,2024-10-28T20:03:08Z,5,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-10-29T15:45:09Z,2024-10-29T15:47:47Z,158,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-10-29T18:36:30Z,2024-10-29T19:12:43Z,2173,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-10-30T14:05:05Z,2024-10-30T14:14:40Z,574,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-10-31T11:41:05Z,2024-10-31T11:57:18Z,973,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-10-31T21:10:39Z,2024-10-31T21:17:22Z,403,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-10-31T22:25:12Z,2024-10-31T22:41:43Z,991,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-01T16:10:40Z,2024-11-01T16:34:16Z,1415,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-02T08:16:13Z,2024-11-02T08:38:56Z,1363,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-02T18:52:07Z,2024-11-02T18:52:09Z,2,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-03T02:42:26Z,2024-11-03T02:42:27Z,2,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-03T14:54:06Z,2024-11-03T14:55:28Z,82,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-04T00:56:08Z,2024-11-04T01:02:21Z,373,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-04T01:23:02Z,2024-11-04T01:29:03Z,361,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-06T01:07:57Z,2024-11-06T01:16:37Z,520,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-06T07:45:17Z,2024-11-06T08:13:18Z,1681,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-06T17:16:42Z,2024-11-06T18:14:09Z,3447,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-06T21:54:45Z,2024-11-06T22:12:20Z,1055,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-07T02:49:03Z,2024-11-07T02:49:41Z,38,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-08T18:36:39Z,2024-11-08T18:36:40Z,1,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-09T06:54:24Z,2024-11-09T07:20:51Z,1587,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-09T10:44:49Z,2024-11-09T11:03:27Z,1119,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-09T18:40:26Z,2024-11-09T19:05:28Z,1502,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-10T19:56:34Z,2024-11-10T20:31:07Z,2073,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-11T01:38:10Z,2024-11-11T02:01:45Z,1415,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_CALCURCEAS_023,2024-11-04T12:02:36Z,2024-11-04T12:16:36Z,839,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-11T05:12:53Z,2024-11-11T05:13:00Z,7,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-11T10:08:17Z,2024-11-11T10:09:42Z,85,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-11T12:23:07Z,2024-11-11T12:42:59Z,1192,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-12T01:34:48Z,2024-11-12T01:42:58Z,490,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-12T08:22:53Z,2024-11-12T08:46:07Z,1394,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-12T16:34:09Z,2024-11-12T16:50:51Z,1002,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-12T23:02:48Z,2024-11-12T23:05:09Z,141,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-13T02:28:32Z,2024-11-13T02:28:49Z,17,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-13T10:19:55Z,2024-11-13T10:20:30Z,35,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-13T19:21:56Z,2024-11-13T19:21:58Z,1,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-13T20:27:13Z,2024-11-13T20:46:28Z,1155,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-14T03:14:01Z,2024-11-14T03:16:49Z,167,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-14T04:00:52Z,2024-11-14T04:00:55Z,2,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-14T07:25:07Z,2024-11-14T07:52:33Z,1646,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-14T10:14:15Z,2024-11-14T10:14:46Z,31,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-14T11:02:06Z,2024-11-14T11:03:42Z,96,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-14T16:40:04Z,2024-11-14T16:40:40Z,37,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-14T17:03:58Z,2024-11-14T17:10:15Z,377,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-15T01:31:39Z,2024-11-15T01:33:42Z,123,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-15T11:13:35Z,2024-11-15T11:13:38Z,2,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-15T13:45:23Z,2024-11-15T14:06:46Z,1283,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-15T17:46:02Z,2024-11-15T18:06:46Z,1243,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-15T20:25:09Z,2024-11-15T20:25:12Z,3,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-15T23:51:49Z,2024-11-15T23:51:56Z,7,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-16T00:43:42Z,2024-11-16T00:54:14Z,632,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-16T07:28:56Z,2024-11-16T08:10:38Z,2503,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-16T08:38:38Z,2024-11-16T08:43:22Z,284,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-17T00:19:58Z,2024-11-17T00:38:11Z,1093,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-17T09:01:13Z,2024-11-17T09:23:05Z,1312,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-17T09:46:26Z,2024-11-17T09:54:52Z,506,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-17T12:56:08Z,2024-11-17T13:08:26Z,738,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-17T17:02:15Z,2024-11-17T17:30:07Z,1672,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-17T20:37:24Z,2024-11-17T20:53:17Z,953,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-17T23:58:20Z,2024-11-18T00:42:44Z,2664,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-18T03:42:58Z,2024-11-18T04:05:25Z,1347,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-18T05:48:39Z,2024-11-18T05:59:49Z,669,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-18T08:13:17Z,2024-11-18T08:13:40Z,23,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-18T08:41:34Z,2024-11-18T08:53:39Z,725,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-18T10:02:19Z,2024-11-18T10:07:53Z,334,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-18T11:05:33Z,2024-11-18T11:05:39Z,6,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-18T14:18:11Z,2024-11-18T14:32:05Z,834,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-18T18:13:06Z,2024-11-18T18:13:13Z,7,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-19T00:32:48Z,2024-11-19T00:33:22Z,33,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-19T04:59:35Z,2024-11-19T05:26:32Z,1617,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-19T18:01:01Z,2024-11-19T18:29:09Z,1688,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-20T00:44:12Z,2024-11-20T00:44:16Z,3,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-20T19:19:06Z,2024-11-20T19:52:30Z,2005,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-20T23:38:25Z,2024-11-20T23:46:17Z,472,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-21T18:28:46Z,2024-11-21T18:41:57Z,791,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-22T00:24:08Z,2024-11-22T00:56:25Z,1937,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-22T00:59:24Z,2024-11-22T01:08:15Z,531,BBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-22T02:31:41Z,2024-11-22T02:33:36Z,115,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-23T01:17:13Z,2024-11-23T01:41:01Z,1428,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-23T18:45:35Z,2024-11-23T19:07:43Z,1327,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-23T23:52:51Z,2024-11-23T23:53:28Z,36,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_CALCURCEAS_024,2024-11-24T02:37:45Z,2024-11-24T02:40:33Z,168,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-20T22:49:42Z,2024-11-20T23:27:35Z,2273,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-22T21:47:55Z,2024-11-22T21:47:58Z,3,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-24T14:03:35Z,2024-11-24T14:13:10Z,574,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-24T17:43:10Z,2024-11-24T18:26:33Z,2603,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-25T16:18:39Z,2024-11-25T16:20:06Z,87,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-25T22:28:07Z,2024-11-25T22:58:33Z,1826,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-26T02:43:16Z,2024-11-26T03:20:53Z,2257,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-26T10:19:35Z,2024-11-26T10:59:59Z,2423,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-26T16:10:23Z,2024-11-26T17:04:36Z,3253,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-27T19:43:09Z,2024-11-27T19:49:59Z,410,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-27T23:24:54Z,2024-11-27T23:41:20Z,985,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-28T07:22:39Z,2024-11-28T07:26:53Z,255,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-28T14:13:19Z,2024-11-28T14:21:27Z,488,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-28T17:40:53Z,2024-11-28T17:46:50Z,357,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-28T21:18:28Z,2024-11-28T21:19:12Z,44,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-29T08:29:41Z,2024-11-29T08:48:47Z,1147,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-29T11:56:31Z,2024-11-29T12:23:44Z,1633,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-30T13:39:59Z,2024-11-30T13:40:05Z,5,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-30T17:03:40Z,2024-11-30T17:27:30Z,1430,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_CALCURCEAS_025,2024-11-30T20:58:34Z,2024-11-30T21:11:34Z,779,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-11-23T01:08:41Z,2024-11-23T01:08:58Z,16,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-11-23T13:16:15Z,2024-11-23T13:18:58Z,163,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-11-24T00:28:16Z,2024-11-24T00:28:21Z,5,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-11-26T00:11:20Z,2024-11-26T00:37:40Z,1579,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-11-26T11:39:41Z,2024-11-26T11:59:58Z,1217,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-11-26T12:18:30Z,2024-11-26T12:21:31Z,181,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-11-28T22:31:45Z,2024-11-28T22:38:05Z,381,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-11-29T21:13:11Z,2024-11-29T21:31:55Z,1124,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-11-30T13:03:20Z,2024-11-30T13:13:16Z,596,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-11-30T18:09:21Z,2024-11-30T18:45:34Z,2173,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-12-01T12:13:11Z,2024-12-01T12:28:21Z,909,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-12-01T17:22:09Z,2024-12-01T18:06:47Z,2678,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-12-01T20:17:58Z,2024-12-01T20:44:21Z,1584,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
