deployment_code,detection_start_datetime,detection_end_datetime,detection_effort_secs,detection_sound_source_code,organization_code,analysis_code,detection_call_type_code,detection_result_code
SWFSC_NEPAC_20240817_CALCURCEAS_001,2024-08-18T15:09:39Z,2024-08-18T15:11:22Z,103,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240817_CALCURCEAS_001,2024-08-18T15:18:18Z,2024-08-18T15:18:24Z,6,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240817_CALCURCEAS_001,2024-08-18T15:23:03Z,2024-08-18T15:23:08Z,5,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240817_CALCURCEAS_001,2024-08-18T19:00:49Z,2024-08-18T19:03:33Z,164,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240817_CALCURCEAS_001,2024-08-18T19:11:18Z,2024-08-18T19:11:29Z,11,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240817_CALCURCEAS_001,2024-08-20T17:22:29Z,2024-08-20T17:27:37Z,308,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240817_CALCURCEAS_001,2024-08-24T18:32:02Z,2024-08-24T18:51:06Z,1144,BBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_002,2024-08-22T01:29:58Z,2024-08-22T01:31:33Z,94,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_002,2024-08-24T06:15:22Z,2024-08-24T06:15:33Z,11,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_002,2024-08-24T19:39:43Z,2024-08-24T19:39:45Z,2,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_002,2024-08-25T02:18:07Z,2024-08-25T02:29:06Z,659,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_002,2024-08-25T19:18:05Z,2024-08-25T19:29:11Z,666,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_003,2024-08-20T21:35:57Z,2024-08-20T22:01:21Z,1524,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_003,2024-08-22T10:02:05Z,2024-08-22T10:07:52Z,347,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_003,2024-08-22T10:59:49Z,2024-08-22T10:59:50Z,1,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_003,2024-08-22T19:05:17Z,2024-08-22T19:05:49Z,32,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_003,2024-08-23T00:01:57Z,2024-08-23T00:23:56Z,1319,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_003,2024-08-23T22:11:25Z,2024-08-23T22:21:21Z,595,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_003,2024-08-24T10:37:44Z,2024-08-24T11:25:34Z,2871,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_003,2024-08-25T22:42:46Z,2024-08-25T22:45:10Z,144,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_CALCURCEAS_003,2024-08-29T09:15:28Z,2024-08-29T09:25:07Z,579,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240821_CALCURCEAS_004,2024-08-24T16:55:34Z,2024-08-24T17:18:58Z,1404,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240821_CALCURCEAS_004,2024-08-24T19:23:15Z,2024-08-24T19:35:49Z,754,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240821_CALCURCEAS_004,2024-08-24T21:26:50Z,2024-08-24T21:26:58Z,8,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240821_CALCURCEAS_004,2024-08-27T00:47:58Z,2024-08-27T00:48:01Z,3,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240821_CALCURCEAS_004,2024-08-27T12:40:29Z,2024-08-27T12:40:53Z,24,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240823_CALCURCEAS_006,2024-08-23T15:32:33Z,2024-08-23T15:41:01Z,508,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240823_CALCURCEAS_006,2024-08-26T03:56:13Z,2024-08-26T03:57:06Z,53,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240823_CALCURCEAS_006,2024-08-26T20:22:02Z,2024-08-26T20:26:09Z,246,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240823_CALCURCEAS_006,2024-08-27T13:39:45Z,2024-08-27T13:46:08Z,383,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240823_CALCURCEAS_006,2024-08-27T13:44:36Z,2024-08-27T13:46:48Z,132,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240823_CALCURCEAS_006,2024-08-27T14:05:28Z,2024-08-27T14:20:47Z,919,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240823_CALCURCEAS_006,2024-08-28T00:05:33Z,2024-08-28T00:25:23Z,1190,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240823_CALCURCEAS_006,2024-08-28T21:51:40Z,2024-08-28T21:51:41Z,1,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240823_CALCURCEAS_006,2024-08-28T23:34:11Z,2024-08-28T23:53:32Z,1161,BBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240823_CALCURCEAS_006,2024-08-30T02:09:30Z,2024-08-30T02:30:37Z,1267,BBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-14T00:10:17Z,2024-09-14T00:45:44Z,2126,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-14T03:15:29Z,2024-09-14T03:26:58Z,689,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-14T15:49:48Z,2024-09-14T15:50:59Z,71,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-15T02:04:12Z,2024-09-15T02:20:54Z,1002,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-16T06:12:51Z,2024-09-16T06:17:46Z,296,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-16T06:50:55Z,2024-09-16T07:02:12Z,677,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-16T09:15:16Z,2024-09-16T09:18:55Z,219,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-16T10:15:01Z,2024-09-16T10:17:43Z,162,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-16T12:52:11Z,2024-09-16T13:04:46Z,755,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-16T16:36:47Z,2024-09-16T16:59:04Z,1336,BBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-16T19:24:45Z,2024-09-16T19:38:32Z,826,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-17T04:06:53Z,2024-09-17T04:09:26Z,153,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-17T09:44:18Z,2024-09-17T10:02:25Z,1087,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-17T10:29:16Z,2024-09-17T11:30:19Z,3664,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-17T20:18:20Z,2024-09-17T20:32:58Z,878,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-18T02:35:00Z,2024-09-18T03:09:07Z,2047,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-18T06:03:09Z,2024-09-18T06:03:22Z,13,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-18T07:13:06Z,2024-09-18T07:23:23Z,618,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-18T09:04:09Z,2024-09-18T09:19:34Z,924,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-18T11:12:07Z,2024-09-18T11:17:13Z,306,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-18T22:50:50Z,2024-09-18T23:22:04Z,1874,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-19T01:43:40Z,2024-09-19T01:57:53Z,853,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-19T04:20:57Z,2024-09-19T04:54:09Z,1992,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-19T04:55:52Z,2024-09-19T05:00:56Z,304,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-19T08:50:56Z,2024-09-19T09:11:25Z,1228,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-19T09:06:07Z,2024-09-19T09:06:13Z,6,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-19T09:27:01Z,2024-09-19T09:39:06Z,725,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-19T10:59:25Z,2024-09-19T11:14:38Z,912,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-19T11:52:25Z,2024-09-19T11:52:30Z,5,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-19T14:13:03Z,2024-09-19T14:22:06Z,543,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-19T16:26:33Z,2024-09-19T16:30:05Z,212,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-19T16:45:00Z,2024-09-19T16:57:37Z,758,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-19T21:23:32Z,2024-09-19T21:35:59Z,746,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-19T23:59:54Z,2024-09-20T00:03:15Z,201,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-20T00:34:34Z,2024-09-20T00:50:00Z,926,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-20T00:46:21Z,2024-09-20T00:57:06Z,645,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-20T01:55:29Z,2024-09-20T02:12:08Z,1000,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-20T04:56:02Z,2024-09-20T05:10:10Z,848,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-20T06:36:47Z,2024-09-20T06:42:56Z,369,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-20T11:51:48Z,2024-09-20T12:08:34Z,1006,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-20T14:25:46Z,2024-09-20T15:45:38Z,4792,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-20T17:43:24Z,2024-09-20T17:43:31Z,6,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-20T18:30:48Z,2024-09-20T18:31:14Z,26,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_CALCURCEAS_008,2024-09-20T20:16:33Z,2024-09-20T20:24:20Z,467,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-14T15:12:07Z,2024-09-14T15:54:08Z,2521,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-14T15:34:09Z,2024-09-14T15:39:17Z,308,BBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-14T17:52:12Z,2024-09-14T18:15:36Z,1405,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-15T02:51:39Z,2024-09-15T02:51:42Z,3,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-15T06:58:09Z,2024-09-15T07:02:52Z,284,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-15T09:05:11Z,2024-09-15T09:05:15Z,3,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-15T09:52:14Z,2024-09-15T10:06:58Z,884,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-15T12:19:17Z,2024-09-15T12:19:59Z,42,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-15T15:36:41Z,2024-09-15T15:47:23Z,642,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-15T20:25:01Z,2024-09-15T20:36:21Z,680,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-16T04:15:40Z,2024-09-16T04:29:19Z,819,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-16T17:01:51Z,2024-09-16T17:01:52Z,2,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-16T20:11:14Z,2024-09-16T20:26:52Z,938,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-16T20:18:58Z,2024-09-16T20:29:43Z,645,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-16T21:26:52Z,2024-09-16T21:39:19Z,747,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-17T03:05:39Z,2024-09-17T03:10:14Z,275,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-17T04:59:25Z,2024-09-17T05:16:07Z,1002,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-17T07:24:00Z,2024-09-17T07:55:22Z,1882,BBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-17T07:29:50Z,2024-09-17T07:59:37Z,1787,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-17T16:06:49Z,2024-09-17T16:21:21Z,872,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-17T16:36:27Z,2024-09-17T16:39:18Z,171,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-17T18:41:21Z,2024-09-17T19:17:19Z,2158,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-18T07:58:04Z,2024-09-18T08:08:32Z,628,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-18T10:49:25Z,2024-09-18T11:02:08Z,763,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-18T13:11:01Z,2024-09-18T13:16:37Z,336,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-18T20:11:34Z,2024-09-18T20:27:25Z,951,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-19T04:57:39Z,2024-09-19T04:58:25Z,46,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-19T05:16:11Z,2024-09-19T05:51:26Z,2115,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-19T21:58:55Z,2024-09-19T22:11:27Z,752,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-20T01:43:44Z,2024-09-20T01:44:46Z,62,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-20T02:06:25Z,2024-09-20T02:19:53Z,808,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-20T07:30:34Z,2024-09-20T07:52:46Z,1331,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-20T14:14:29Z,2024-09-20T14:17:39Z,189,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-20T15:15:21Z,2024-09-20T15:20:05Z,284,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-20T15:42:39Z,2024-09-20T15:43:08Z,29,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-20T16:30:02Z,2024-09-20T16:47:39Z,1057,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-20T16:32:32Z,2024-09-20T16:33:20Z,48,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-20T18:41:47Z,2024-09-20T19:15:41Z,2034,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-20T21:08:15Z,2024-09-20T21:23:06Z,891,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-21T01:53:19Z,2024-09-21T01:53:52Z,33,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-21T06:26:25Z,2024-09-21T06:39:40Z,795,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-21T16:51:53Z,2024-09-21T16:59:19Z,446,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-21T19:29:02Z,2024-09-21T19:32:54Z,232,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-22T06:53:25Z,2024-09-22T07:03:25Z,600,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-22T08:17:33Z,2024-09-22T08:27:15Z,582,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-22T11:16:31Z,2024-09-22T11:24:41Z,490,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-22T11:36:22Z,2024-09-22T11:54:02Z,1060,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-22T23:43:24Z,2024-09-22T23:52:40Z,556,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-23T04:35:59Z,2024-09-23T04:48:32Z,753,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-23T05:47:43Z,2024-09-23T05:59:46Z,723,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-23T08:33:39Z,2024-09-23T08:34:02Z,23,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-23T11:14:27Z,2024-09-23T11:23:48Z,561,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-23T13:21:47Z,2024-09-23T13:23:12Z,85,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-23T14:26:52Z,2024-09-23T14:31:47Z,296,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-23T15:13:27Z,2024-09-23T15:33:40Z,1212,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-23T15:57:40Z,2024-09-23T16:10:08Z,748,HUBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_CALCURCEAS_009,2024-09-23T19:54:48Z,2024-09-23T20:06:55Z,727,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
